Testo;Sentence;DD;DI;DIL;Soliloquio/Flusso di coscienza;Note
Rovetta-Gerolamo_Ninnoli_1882.txt;Ah! senza dubbio si era avvolta di tanto lusso, di tanta luce quella festa, perchè a nessuno sfuggisse l'ignominia di lui!;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;L'irrequieto giovinetto era andato al ballo per una donna.... voleva almeno vederla.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Gaucherin aveva trent'anni, lei ventiquattro.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Le fanciulle, quando Gaucherin passava per la via, se lo rubavano cogli occhi.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Era bello, e poi aveva fama di ardito, di battagliero.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Non c'era stata mano di ferro che l'avesse fatto piegare; la sua spada non ricordava il numero de' suoi duelli, e allora i duelli erano di moda come il ferraiolo a tre baveri e la cravatta a tre giri.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Quanto alla vaga prescelta da questo giovane bruno, forte, affascinante, c'era davvero di che perder la testa.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Carlotta di Morny pareva una statua di marmo pario, nella quale una strega in collera cogli umani avesse costretta un'anima strappata dal limbo.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;In quella donna, nelle sue carni, nelle sue fibre, c'era del ghiaccio.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Il suo occhio, quantunque bellissimo, sembrava privo di vita.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;I fascini che emanavano da lei, erano altrettanti agguati involontarî di una bellezza senza cuore.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Aveva la sua forza in un istinto che, mentre temprava la sua virtù, faceva sordo il suo cuore.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Era una donna caduta per caso sulla via dell'amore.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;A ciò non era destinata, ed è per questo che passava fredda, distratta, sicura attraverso quel campo nemico dove, a vent'anni, ogni fanciulla affronta la lotta.... con una corazza di velluto ed un elmo di pizzi e di piume.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Carlotta di Morny quella sera ricevette l'omaggio di cento cavalieri; ma rimase alteramente placida in mezzo al loro caldo entusiasmo: ebbe per tutti un sorriso, una parola, un saluto ugualmente cortese, ma senza scomporsi dalla sua attitudine di regina annoiata, senza che mai l'eterno femminino scoperto da Goethe avesse in lei un solo lampo di vita.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Anche durante la danza, nel giro febbrile, vorticoso, insidiatore del valtzer, ella, strana cosa, si mantenne impassibile.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;I suoi riccioli biondi ondeggiavano appena quando le coppie incrociandosi le une colle altre mettevano in iscompiglio l'aria tepida, odorosa, che tutto e tutti circondava.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Ma dopo un lungo ballo, quando il cavaliere garbato s'inchinava innanzi a lei, asciugandosi con una pezzuola di seta la fronte infiammata, notava, sorpreso e dolente, la tranquillità inalterabile della sua dama.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Ella era rosea, avea l'occhio sereno e l'atteggiamento di chi vuole la quiete perchè ama la quiete soltanto.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Ma il male si è che in quella festa c'era stata una vittima nuova, impensata di questa sirena noncurante e fatale.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Il signor di Gaucherin se ne era fortemente innamorato, e siccome fra le sue abitudini avea pur quella di far tutto alla lesta, così si spiegò con lei spiattellandole la sua brava dichiarazione durante un giro di valtzer.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Con voce rotta dalla commozione e dall'urto della danza, egli le disse che già da qualche tempo aveva perduta la pace; che sentiva bisogno di lei come dell'aria, della luce; che non era bugiardo giurandole di amarla immensamente.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Le disse, insomma, tutte quelle belle cose che son sempre le stesse in ogni idioma; ma alle quali si lavora assiduamente col pensiero prima di esprimerle, studiandone il modo e la forma più efficace, paventando con una timidità inusitata e nello stesso tempo affrettando con un'ansia indicibile il momento nel quale saranno ascoltate.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Gaucherin parlò tremando.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Egli citato per la sua serenità quando rischiava la vita, egli che sorrideva in faccia ad ogni pericolo, balbettava, colle ginocchia che gli si piegavano, dinanzi a questa donna, e quando ebbe finito, aspettò confuso, impacciato, ubriaco quasi, una parola di lei.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Ma la bionda creatura non rispose nè con una parola, nè con un sospiro e nemmeno col rossore del volto.
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Nulla?...;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Non mi dite nulla? - esclamò Gaucherin fatto pallido e cogli occhi fissi, lucenti.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;No....;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Questa musica allegra e appassionata ad un tempo non è certo adatta per quello che io vi risponderei; ma però non posso disconoscere ch'essa ha pur la potenza d'inspirare sentimenti quali voi dite di sentire per me.";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Ciò detto, mollemente si adagiò sopra un divano: aveva parlato abbastanza chiaro.... e Gaucherin, quantunque pazzo d'amore, lo comprese; s'inchinò addolorato, attraversò la sala, e giunto nel mezzo, si voltò per salutarla ancora, quasi mendicando cogli occhi un ultimo atto di compassione.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Carlotta di Morny non lo vide, lo aveva già dimenticato e rideva, rideva deliziosamente col marchese di Tracy che si sarebbe detto la stasse aspettando appoggiato alla spalliera dorata di una poltrona vuota.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"A Gaucherin quel sorriso punse e rimescolò il sangue; non tremava più; si fermò guatando i due in modo da far paura; ma allora il marchese di Tracy, sghignazzando e guardando lui beffardamente, si sedette al fianco di Carlotta.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Per Dio! non l'avesse mai fatto!...;no;no;si;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;A Gaucherin parve di morire.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Il cuore gli mancava, si sentì traballare, ma fece violenza e imperò su sè stesso.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Si guardò ancora d'attorno, e là, nel mezzo alla sala, urtato, serrato, spinto dalle coppie che ballavano, avvolto da un'onda di luce, tormentato da un'afa soffocante, credette per un momento che tutti ingrossassero la voce deridendolo, come aveva fatto il marchese di Tracy; vide moltiplicarsi le fiamme dei doppieri, e tingersi in bianco, in giallo, in rosso, e quella musica folle, spensierata, egli la sentiva sghignazzante e pettegola, esultare all'oltraggio patito da lui come ad una bastonatura di Pulcinella.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Il suo primo pensiero, forse il suo primo impeto, fu quello di gettarsi sul marchese e di schiaffeggiarlo; ma lo scandalo sarebbe ricaduto su quella donna che, se si era fatta il suo tormento, era pur sempre il suo amore, e si trattenne.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Invece, coll'odio nell'anima, facendo sacramento a sè stesso
di far scontare al marchese quella sua beffa temeraria, corse a casa, si buttò sul letto, pianse di rabbia, ma promise a sè stesso di aspettare il momento propizio.

*
* *

La stagione delle danze, dei teatri e delle allegre cene era terminata.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Il maggio, colle sue rose, colle sue rondini in cerca del vecchio nido e coi ruscelli colmi d'acqua appena calata giù dall'alto, metteva fremiti nuovi di nuovi amori.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Una gran benedizione discendeva dai cieli tepidi, tersi e diffusi, parlando di pace, di gioia, sorridendo benigna al fecondo lavorìo della natura.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Ma il signor di Gaucherin, da quella notte, si era fatto infelice e cupo.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Era stato offeso, odiava e ancora non avea trovato il destro di vendicarsi.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Quel riso beffardo lo seguiva dovunque, se lo sentiva d'attorno: era l'incubo della sua vita.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"E mille volte in cuor suo, mentre le voleva un bene pazzo, smanioso, furente, imprecava contro quella donna che ignorava lo strazio della sua anima, che non poteva neanche comprenderlo; ma che lo rendeva incapace di difendere il suo orgoglio.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Se ella non fosse stata, oh, allora!...;no;no;si;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Da due mesi Gaucherin cercava invano un pretesto.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Il marchese di Tracy non sospettava nemmeno di avere ai fianchi un così acerrimo nemico; ma però se ne accorse il giorno soltanto ch'egli comprese la provocazione.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Fu un'inezia, che fra diversi contendenti e in altri tempi avrebbe tutt'al più messo un po' di dispetto.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Sangue non se ne sarebbe versato, o quel tanto solamente che ne poteva correre da una scalfittura.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Ma quelli erano tempi intolleranti, per così dire, e maneschi.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Nel 1829, il duello era una frenesia della vita; affrontare così balordamente la morte, una seduzione.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;La temerità si confondeva coll'eroismo, essere audaci voleva dire essere celebri, così che talvolta il punto d'onore e la cavalleria giustificavano un assassinio, legalizzando la ragione del più forte.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Il lion del giorno era Choquart, guardia del corpo, spadaccino insolente e frenetico, il quale avea avuto quaranta duelli ed altrettante ferite, che alla mattina si svegliava col prurito di trovare una briga, e con questa spavalda aspirazione entrava nelle botteghe dei parrucchieri, gridando con voce grossa e volgare:
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Non usano più i capelli tagliati; è una cosa da stupidi; ve lo dico io; io! pronto a schiaffeggiare il primo che mi smentisce!";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;E da ciò un tafferuglio, mezza dozzina di pugni, la conseguente sfida e la relativa stoccata che metteva a letto per un mese l'uno o l'altro dei contendenti.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Erano tempi da matti, quantunque con un'apparenza severa e castigata.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Da tre anni ì duellisti si erano costituiti in associazione, tutti guasconi, per la maggior parte.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Perfezionarsi nella scherma era lo scopo e il vanto; sciabolare, storpiare, uccidere, il lugubre ideale.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Le autorità per tre anni tentarono invano di porvi riparo.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Il giorno che si misero a perseguitare quell'associazione, due prefetti e un generale, avversarî e vittime dello stesso pregiudizio, pagarono colla vita il loro zelo soverchio.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Alla fine gli ufficiali dell'esercito si sollevarono contro questa bestiale manìa; ma il rimedio fu peggiore del male.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Era una lotta decisa, pronta, inesorabile, barbara; era togliere la piaga uccidendo l'ammalato, seminare il dolore dove c'erano e madri e spose e sorelle che imploravano misericordia.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"La morte non si presentava più come un fantasma nero ed immane che cercava gli eroi; ma come un fantoccio insensato e buffone che amava i capricci.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Appunto sotto questi auspizi i due vagheggini della Morny si mandarono i loro padrini.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Il signor di Gaucherin era capitano d'artiglieria, duellista audacissimo, uccisore di undici membri dell'associazione che gli ufficiali dell'esercito si erano proposto di distruggere.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Il marchese di Tracy era l'ultimo dei duellisti guasconi: l'ultimo.... perchè era stato il più forte.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Presso ad Archon i due rivali si trovarono di fronte, in un bel giorno di fiorita primavera, tutto sole, in mezzo ad un vasto campo serrato da verdura nuova e palpitante: la morte non ebbe mai un più festevole sudario.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Il processo verbale, firmato in piena regola, stabiliva che i due avversari, armati entrambi di due pistole, si dovevano porre alla distanza di venticinque passi, con facoltà di far fuoco l'un contro l'altro, avanzandosi a piacere.;no;si;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Non c'erano sottintesi: l'uno o l'altro dei due doveva, come si dice, restar sul terreno.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Al segnale, il signor di Gaucherin fu il primo che si mosse: altero, sicuro, cogli occhi fissi nel volto del suo avversario, dove pareva a lui che errasse ancora il ghigno di quella notte; ma non aveva fatto cinque passi che il marchese di Tracy sparò il primo colpo.... nessuna fronda d'attorno si mosse.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Gaucherin si fermò un istante, fu visto un fremito sulle sue labbra, si fece ancor più pallido, ma continuò, colle braccia protese, le armi ferme nel pugno, il suo cammino....;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Adesso anche egli ghignava; l'ora tanto aspettata, sognata, era giunta.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Che importava a lui della palla che gli bruciava nel petto?...;no;no;si;si;
Rovetta-Gerolamo_Ninnoli_1882.txt;Il marchese di Tracy pareva un gigante di granito.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Era forse più audace in quella immobilità suprema.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Attese, altero come un leone, e quando Gaucherin non fu che a dieci passi da lui, sparò il secondo colpo.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Uno sgomento si librò allora su quel campo così lieto, eppur così desolato; un grande sgomento, giacchè il marchese di Tracy, gettate a terra le armi, colle braccia incrociate, immoto, baldo, aspettava la morte, mentre Gaucherin, insanguinato, colle sue pistole ancora cariche si avanzava inesorabilmente spietato.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Egli camminava con una lentezza paurosa: guardò le pistole, osservò freddamente l'acciarino, le montò con cura e le appuntò alle tempie del marchese di Tracy.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Gl'istessi padrini si ribellarono a quell'atto.
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Fermatevi,;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Gaucherin!;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Voi uccidete un inerme - gridarono -;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Basta!... cotesto è un assassinio!;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Ma nè il marchese ebbe un pensiero di speranza, nè Gaucherin un atto di compassione.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Si volse, ebbe tanta forza di volgersi, volle parlare, ma un fiotto di sangue gli spumeggiò sulla bocca, e colle pistole ferme sulla fronte del suo rivale sparò sghignazzando beffardamente.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Il marchese di Tracy cadde fulminato ai piedi di Gaucherin, che un'ora dopo spirava.
....";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Carlotta di Morny, causa involontaria e insciente di così orrenda tragedia, al racconto che gliene venne fatto si rivoltò inorridita.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Però non pianse nè il signor di Gaucherin, nè il marchese di Tracy.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"A dispetto della sua giovinezza, quella donna non era stata mai viva.



SCELLERATA!...

Il signore cerca della marchesa Giulia o della marchesa Lucia?... - domandava un coso lungo, secco, in livrea, ad un giovanotto elegante, un bel giovanotto, nell'anticamera del palazzo Tolosana.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Cerco della marchesa.... - e qui ci pensò sopra: -;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Cerco della marchesa Lucia - disse poi, quando si credè sicuro del fatto suo.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Allora da questa parte - e Battista, perchè come tutti i servitori del mondo, anche lui si chiamava Battista, precedette l'elegante visitatore in un gabinetto di temperatura e di lusso quasi orientale, tutto dorature, specchi e arazzi, fiori e gingilli.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Chi devo annunciare?
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Gino de';si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Recanati.;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Battista s'inchinò un'altra volta, e uscì lasciando solo il signore, il quale approfittò del momento per riparare, con una mano, ai guasti che avea fatto il cappello sulle onde della capigliatura.

*
* *

Oltre di essere un bel giovanotto, il nostro Gino era anche un giovane ammodo e aveva tutta l'aria del gran signore e del diplomatico.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Gino de';no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Recanati era infatti attachè alla legazione di Spagna e si trovava allora in congedo a Roma.... per le Corse dei Barberi.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Aspettando la bella marchesa di Tolosana egli si guardava dentro allo specchio e misurava le sue forze d'assedio e d'assalto....;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"A farla breve, da quattordici ore egli era cotto della marchesa Lucia; l'aveva veduta la sera prima al ballo della duchessa Melikoff, le avea parlato, avea ballato con lei.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Lucia non era una bellezza romana; piuttosto sembrava una donnina balzata fuori viva e fresca da un capitolo di Feuillet.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Il corpicino pieno di grazia.... nervoso, flessuoso, vivace.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;L'occhio ora provocante ora languido, aveva alle volte un'espressione scaltra e beffarda.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Vestiva come acconciava i suoi capelli rossicci copiosissimi, cioè con un disordine pieno di eleganza e di ardire.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Rideva, parlava, gestiva continuamente, mostrando due fila di dentini da bambina e due fossette alle guance pienotte.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Due fossette che pareano fatte apposta per raccogliere i primi.... e gli ultimi baci dell'innamorato.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Recanati non durò gran fatica a perdere la testa per una creatura tanto piacente; ma però un merito la cara marchesa glielo doveva pur riconoscere; quello di essersene invaghito subito subito, senza titubar nella scelta fra lei e sua cognata, perchè, bisogna anche sapere che Lucia aveva una cognata, la marchesa Giulia, donna che, in un altro genere di bellezza, era pure un astro dei più sfolgoranti.";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Le due cognate erano l'una al braccio dell'altra quando Gino le notò per la prima volta: -;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Ohe! c'è del buono!
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Le conosci? - domandò il nostro amico al conte Raiberti, un ufficiale di cavalleria che a Roma faceva al nuovo arrivato gli onori dell'ospitalità.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Mezz'ora fa mi ci ha presentato il Vitalis.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Vuoi fare a me lo stesso piacere?
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Volentieri.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Chi sono?
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"La prima è la marchesa Giulia di Tolosana, vedova....
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Peccato!;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Non ne parliamo più....;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"E quell'altra?....
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Quell'altra è la marchesa Lucia, una Tolosana anche lei.;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Hanno sposato due cugini.;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Uno è morto, quello della marchesa Giulia, e l'altro, quello della marchesa Lucia, è vivo e sano....
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Meno male; e che la grazia di Dio lo conservi!";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Gino fu presentato alle dame.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Egli ballò una contraddanza colla vedova, per convenienza, poi una mazurka e un waltzer con quell'altra, per.... per il gusto che ci trovava.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Al cotillon, il cuore, la felicità, l'avvenire del nostro diplomatico, tutto insomma era già nelle mani della bella Lucia.
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Quando mi sarà concesso di rivederla, marchesa?...
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Ricevo gli amici tutti i giorni dalle due alle quattro.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Allora mi permette di venire dalle quattro alle cinque?
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Come! non vuol essermi amico?
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"La conosco da troppo poco tempo per esserlo, e l'amo già troppo per diventarlo.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Oh! oh!;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Una dichiarazione?!...
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;No.;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Una confessione.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Allora c'è un peccato da assolvere?
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Non lo so, perchè è la prima volta che provo.... quello che provo!;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Finito appena il cotillon,;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Lucia e Giulia furono delle prime a partire, e naturalmente anche lui,;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Recanati, s'affrettava a lasciare la festa.
-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Sai,;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Gino, gli disse il conte Raiberti che l'incontrò nell'anticamera, devo farti delle rettifiche a proposito delle cognate.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Delle cognate?
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Cioè delle due cugine, delle Tolosana insomma che io credeva cugine, mentre invece sono cognate perchè hanno sposato due fratelli.;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Uno per una.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Ah! tu in fatto di parentele sei sempre lo stesso confusionario.;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Gino, uscito da casa Melikoff, contro al solito quella notte non si avviò verso il club.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Aveva bisogno di essere solo, di fantasticare.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Passeggiò come lo portavano le gambe, a caso, per viottoli e strade deserte, camminando nel fango e nelle pozzanghere colle sue scarpine da ballo, colla pelliccia aperta, quantunque facesse un freddo acutissimo, e col paracqua chiuso quantunque cadesse un'acquerugiola fitta come neve.;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Suonavano le quattro quando si trovò sulla porta dell'albergo. -;no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Le quattro!...;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Dodici ore ancora!...;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Una eternità.;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Per accorciare il tempo non c'è che uno spediente: dormire.... se si può.;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Gino fece prova di questo espediente, e il giorno dopo, alle tre, quando il cameriere aprì le finestre della sua stanza, egli sognava la moglie del superstite Tolosana.

*
* *

-";no;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Bravo Recanati!;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Credevo che ella si fosse dimenticato dell'impegno che avea preso - disse la marchesa Lucia animando il salottino col fru-fru della sua veste di seta turca ed inondandolo con un profumo acuto, inebriante; un profumo ed un fru-fru che scossero tutte le fibre di Gino.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Dimenticarmene?...;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Se da ieri notte io non fo che pensare a lei! non fo che desiderare questo momento, imprecare al tempo, pigro, eterno, noioso?!
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Dio mio, quale crescendo!;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Badi però che sono le quattro suonate.
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Lei m'ha detto, marchesa, che riceve dalle due alle quattro....
-";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;"Appunto; come vede, avrebbe potuto imprecare al tempo così eterno, così noioso, due ore di meno.";si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Ma via, non si confonda e impari a essere meno eloquente e più.... e più utile.;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Butti giù, da bravo, la tenda di quella finestra, così non mi vedrà arrossire ai suoi complimenti.;si;no;no;no;
Rovetta-Gerolamo_Ninnoli_1882.txt;Gino ubbidì.;no;no;no;no;
