author,work,year,doc_id,text,DIL,DIL_Sonnet,DIL_gpt_5_2
Lombroso,,,Lombroso_Zefora_Gina_Elena-Profili_e_paesaggi_della_sardegna-1869.txt,"Oh perchè mai gli Italiani ignorano queste bellezze della loro patria? Oh perchè mai non vi portano i loro occhi per ammirare, le loro braccia per lavorare, il loro oro per raddoppiarlo?

La Sardegna è pur terra feconda e originale! Quasi ignota alle invasioni germaniche, è tesoro per l’etnografo e l’archeologo; e altrove non si saprebbero trovare alcuni tipi che in quell’isola rimasero purissimi, segregati dall’incrociamento moltiforme del medio evo.",yes,yes,no
De Amicis,,,De_Amicis_Edmondo-Cuore-1886.txt,E morì appena arrivato. La bottega è mia. Il ragazzo impallidì.,no,no,yes
Tenca,,,Tenca_Carlo-La_Ca_Dei_Cani-1840.txt,"Ciò detto, ricadde sulla seggiola e stette come assopito da questi pensieri. Però da lì a breve, le sue idee parvero ripigliassero il loro ordine naturale, perchè volto ai due ospiti, disse:
- Non vi siete apposti male nel chiedere ricovero ed ajuto al povero frate: il mio pane intanto è diviso con voi, quanto al resto domani forse le cose cambieranno, se a Dio piace.",no,no,no
De Amicis,,,De_Amicis_Edmondo-Cuore-1886.txt,"L'uomo si voltò, lo guardò un momento, gittò un grido anch'egli: - Cicillo! - e si slanciò verso di lui. Il ragazzo cadde fra le braccia di suo padre, soffocato. Le suore, gl'infermieri, l'assistente accorsero, e rimasero lì, pieni di stupore.",no,no,no
Dasti,,,Dasti_Luigi-La_Capanna_Del_Vaccaro_Vol1-1846.txt,"Quest' ultimo senti
cadersi il cuore in terra: e capi che v'era poco
da scherzare con tali ospiti. Egli poi si trovò se-.
riamente imbarazzato, quando il più giovine di
quei militari, dopo aver volato un altro bicchie-
re di rhum, disse a lui rivolgendosi : Mon ami, à vous donc....",no,yes,no
Bersezio,,,Bersezio_Vittorio-La_Testa_Della_Vipera-1896.txt,"Andare da lui, tu Alberto, no sicuramente. Cesare gli rechi pure il nostro perdono. Viva perdonato, ma lontano; è il meglio per tutti.",no,yes,yes
De Roberto,,,De_Roberto_Federico-L'Imperio-1929.txt,"""Sì... come uno che sa bene quello che fa!..."" ""E non concepiste nessun sospetto? Non aveste tempo di salvarvi?""",no,no,no
Campanile_Achille,Giovinotti_non_esageriamo,1929.0,Campanile_Achille-Giovinotti_non_esageriamo-1929.txt,"Nossignori. In quel momento si produsse l’inverosimile, il fantastico, l’impossibile: essi non furono investiti. E come avvenne il miracolo?",yes,yes,yes
Carcano,,,Carcano_Giulio-Damiano-1850.txt,"Via dunque, chi avremo oggi? - Vossignoria lo sa: il dottor Durante: il signor Pino, ingegnere della casa;l'avvocato Natali, i due signori canonici, il signor coadiutore della parrocchia. - Questi tre li digerisco, per riguardo a mia moglie. Poi? - Poi il ragioniere Capra, il signor segretario, e il curato delle Cascine Nuove, venuto a Milano stamattina e invitato per ordine dell'illustrissima signora padrona. Anzi, egli aspetta il favore di riverire vossignoria. - Già, lui!",no,yes,no
Collodi_Carlo,Macchiette,1880.0,Collodi_Carlo-Macchiette-1880.txt,"Paolo, dopo quattr’ore di lavoro assiduo, sentendosi andar via lo stomaco, pensò di dare una scappata a casa, un poco prima del solito, per mangiare (come dicono i poveri con tanta proprietà di linguaggio) un boccone!…
Imprudente! Un marito geloso della propria tranquillità non dovrebbe mai tornare a casa in una di quelle ore, in cui ha tutto il diritto di non essere aspettato. Paolo bussò.",yes,yes,yes
Caracciolo,,,Caracciolo_Enrichetta-Misteri_Del_Chiostro_Napoletano-1864.txt,"Il pontefice Gregorio se ne morì, poco dopo aver fatto questo regalo alla capitale di Ferdinando TI, che cordialmente ne lo ringraziò, e Mastai gli succedette alla Santa Sede. Nei primordi del suo pontificato sanno tutti che dava Pio IX somme speranze di sé. Egli era non pure liberale di fatto, ma, ad esempio di Aristide il giusto, voleva altresì farsi conoscere per tale.",no,no,no
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"Anch’egli vedeva!…
Vedeva la ruga e gli occhi di Stella, che scintillanti si fissavano sempre nei suoi, che si erano velati di nuovo con la tinta di mistero e di tristezza. Che significava?... Sin dai primi giorni del loro amore Maurizio voleva parlarne ai genitori, ma Stella vi si era fortemente opposta dicendo: – No! bisogna lasciar correre un po’ di tempo prima di svelar nulla a loro, ora, benché leggermente irritati per il rifiuto al barone di R… si irriterebbero davvero.",yes,yes,yes
Dandolo_Milly,Il_figlio_del_mio_dolore,1921.0,Dandolo_Milly-Il_figlio_del_mio_dolore-1921.txt,"Era passata, andando, per la casa dell’amore e la casa della morte, che si guardano a traverso un breve sentiero: e le bastava, e per sempre. A poco a poco la sofferenza lieve passò: come si sentiva docile e rassegnata! Sarebbe anche uscita, un mattino, sarebbe andata in chiesa, a confessarsi.",yes,yes,yes
Baratono,,,Baratono_Pierangelo-Bob_E_Il_Suo_Metodo-1914.txt,"Intanto, la causa prima ed unica del subbuglio passava imperterrita in mezzo all'indignazione generale, contentandosi, allorchè scorgeva qualche pugno alzato in atto di minaccia, d'esclamare con tono pietoso e indulgente: - Poveretti, non capiscono il loro bene! II ",no,yes,no
Chelli,,,Chelli_Gaetano_Carlo-Fabia-1876.txt,Di' dunque che sono un buon figliuolo! Io vi riconcilierò.» «Guai a te se lo tenti!,no,no,no
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"Che ho fatto infine per essere sempre così infelice?…
Questa volta fu Maurizio che chinò tristemente il capo pensando:
– Su, è decisa! Sarei vigliacco?…
No, non era vigliacco! In quella stessa notte,",no,yes,yes
Emiliani,,,Emiliani_Giudici_Paolo-Beppe_Arpia-1851.txt,"Via, fai cuore: quando lo avrai veduto un'altra volta, avrai piú coraggio... - Madre! - Parla, nina, che vuoi dirmi? - Madre! - e non le riesciva di proseguire il discorso. - Ma, santo Dio! L'hai guardato appena; scommetto che i suoi dolci sembianti non ti sono rimasti in mente; fidati a me... - Madre mia! - ripigliò con voce languida e soave l'Amalia - ma tu dici davvero ch'io debba sposare quel...? - e cercava un vocabolo per esprimere la sua idea; poiché era nuova la idea che le aveva lasciato in mente la immagine di quell'animalino, non parendole possibile come avesse membra umane informate da anima d'uomo. - O queste cose che si dicono per celia? - rispose la marchesa un po' piú animata, e contenta che la figliuola avesse sciolta la lingua a ragionare. - Ed io debbo essere congiunta per tutta la vita a quel... - e di nuovo cercava la parola per nominare e qualificare quel pezzo di ciccia semovente - a lui? Conversare con lui?",no,yes,yes
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"Giovani!… Stanotte parlerai con Stella. Maurizio la baciò in fronte mormorando: Grazie, mamma!… e gli sembrò che il sorriso sparisse dal viso della vecchia nutrice che chinò tristamente il capo.",no,no,no
De Roberto,,,De_Roberto_Federico-L'Imperio-1929.txt,"A salvarmi la vita!... Credete che me ne sia scordato?... Nulla vi ho detto, perché non ho saputo dire...",no,no,no
Collodi_Carlo,Macchiette,1880.0,Collodi_Carlo-Macchiette-1880.txt,"Ora è il fratello della Sandrina che torna a cena: più tardi è il cugino. Se poi il campanello suona dalla mezzanotte in là, allora senza dubbio è il marito, che senza avvedersene, ha fatto tardi al caffè o al bigliardo. Così tutta la strada sa e deve sapere che la Sandrina ha un fratello, un cugino e un marito.",no,no,yes
Baricelli,,,Baricelli_Carmela-I_Vinti_Ovvero_Il_Genio_Oppresso-1907.txt,"Le pettegole non osarono ora contraddire, tanto più che Xenio era giovane, ricco e.... libero di sè, quindi non era prudente contraddirlo troppo! Così con questi e simili discorsi, si preparava l'avvilimento di un'anima grande, a cui un po' di riposo del cuore e della mente avrebbe potuto restituire tutte le energie, tutte le potenti inspirazioni del genio sovrano. L'indomani, Armida uscì in pompa magna sul suo cocchio tirato da due superbi cavalli: a fianco la madre e dirimpetto Valerio, più pallido che mai; incontrarono molti amici: saluti soliti, secondo l'usato cerimoniale dell'etichetta, ma nulla di più!",no,yes,no
De Roberto,,,De_Roberto_Federico-L'Imperio-1929.txt,"""Andiamo."" Le due donne tentarono di dire qualche parola per consigliarla a restare in casa e ad andarsene in letto; ella rispose, con voce dolce e ferma: ""Non possiamo lasciarlo solo, tutta la notte. Vieni.""",no,no,no
Dandolo_Milly,Il_figlio_del_mio_dolore,1921.0,Dandolo_Milly-Il_figlio_del_mio_dolore-1921.txt,Si sentì calma e la sua calma era come uno smarrimento di tutto il suo essere: si disperdeva qua e là come la nebbia sottile: e in quel lento disperdersi ogni sentimento veniva calmato e diminuito. Aveva pensato un giorno che avrebbe forse dovuto alzarsi presto una mattina e andare in chiesa e confessarsi. Ma confessare che cosa?,yes,yes,yes
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"Ma Stella non acconsentiva! Voleva rimanere nella sua capanna, nella sua vita selvaggia, così libera e romantica!…
IV
Allora Donna Anna pensò di condurre la piccina alla villa e abbagliarla con lo splendore dei mobili, delle vesti e dei gioielli, con i cibi delicati e le delizie dei magnifici giardini di Mambrilla.
– Ecco – le disse – tu verrai quest’oggi almeno e pranzerai con noi. Stella acconsentì.",yes,yes,yes
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Tu sei buono.... e mi ami.... ora son certa che mi ami.... Una tua parola è bastata a rischiararmi tutta l'anima; è bastata a ridonarmi la ragione e la calma, a indicarmi la via migliore per raggiungere il nostro intento.... Io resto, ora, io resto qua....",no,yes,no
Caccianiga,,,Caccianiga_Antonio-Il_Bacio_Della_Contessa_Savina-1888.txt,"Partii amareggiato da così persistente ingiustizia, considerando fra me stesso l'infamia della gelosia, che espone l'accusato a compromettersi colle goffaggini che fa per salvarsi, che spinge insensibilmente l'innocente verso la colpa, la quale gli procura dei benefizi che non peggiorano la sua condizione, ed anzi la rendono più sopportabile, perchè le giuste accuse riescono sempre meno dolorose delle false. Giunsi a Milano a notte avanzata, triste e pensieroso, tanto mi crucciava trovarmi costretto all'intimità della contessa Savina. Ma questa volta non potevo fuggire.",no,no,no
Emiliani,,,Emiliani_Giudici_Paolo-Beppe_Arpia-1851.txt,"Roberto intanto non aveva potuto ottenere un colloquio con l'Amalia: le porte di casa Pomposi, aperte a tutti i bindoli d'ogni forma e d'ogni colore, purché ci andassero coperti del tristo manto della ipocrisia, erano rigorosamente interdette a' giovani della taglia di Roberto, massime per la fama che godeva di scapato e di seduttore; onde le caste madri, riserbandosi il diritto di chiapparlo nelle proprie reti, lo tenevano lontano dalle figliuole come una colomba si tien lungi dalla vista d'un rapace sparviero. Divorato dalla sete di vedere da presso e favellare con la donna del suo cuore, di raccontarle la beatitudine che provava nel sapersi e sentirsi riamato, di manifestarle la venerazione e l'adorazione che sentiva per lei, era irrequietissimo. Questo desiderio non satisfatto lo rendeva infelice; ma la fortuna apparecchiavagli il modo di appagarlo anche in ciò, senza porlo al pericolo di rompere il mistico segreto del suo affetto, ch'egli alimentava ed accresceva, pensando pur sempre all'ora in cui, congiunto con nodo sacro ed eterno all'Amalia, avrebbe potuto al cospetto del mondo esclamare: «Ella è mia!»",no,yes,yes
Lombroso,,,Lombroso_Zefora_Gina_Elena-Profili_e_paesaggi_della_sardegna-1869.txt,"Nuoro è paese terribile, dove il sangue corre ad ogni momento. Nel giugno dello scorso anno uomini a mano armata cambiarono il Municipio; e le truppe e i carabinieri non osarono combattere quei sollevati con forze troppo disuguali. Il rubare un paio di bovi, e l’esserne poi derubato di due paia e saldare i conti colle fucilate è cosa assai comune.",no,no,no
Viola,,,Viola_Ferretti_Emilia-A_quarantacinque_anni-1874.txt,"Un raggio di sole passava di quando in quando sul viso di Bianca, allorchè il vento agitava i rami di un albero davanti alla finestra; le sue guance s’erano colorite improvvisamente, il suo grande occhio l’aveva fissato un momento perplesso, ma tranquillo; non gli era mai parsa in quel mattino tanto bella e seducente come in questo momento. Abituato a soddisfare a qualunque prezzo ogni suo capriccio, avrebbe dato tutto quanto possedeva perchè assentisse alla sua domanda.
— I patti non tocca a me il farli, – rispose con maggior sicurezza, – mi basta il permesso di tornare qui qualche volta per vedere.... – si arrestò confuso davanti ad una mossa impaziente della contessa – per vedere.... la bambina.
— È impossibile! – rispose vivamente Bianca, e prese la mano della piccina per uscire. Anche il suo cuore batteva; sentiva in quelle parole e in quella proposta un oltraggio al suo amore, a quell’amore colpevole forse, ma che il suo cuore circondava di tutte le generose delicatezze, di tutti i più santi entusiasmi giovanili.",no,yes,yes
Collodi_Carlo,Macchiette,1880.0,Collodi_Carlo-Macchiette-1880.txt,"Mio Dio! fu una cascaggine di pochi minuti, un sonnellino appena d’un quarto d’ora… ma tanto bastò, perchè Roboamo potesse abbracciare (come si suol dire) una risoluzione energica e mettere una mano (come potete figurarvelo) sul vero stato delle cose. Quando la madre si svegliò, il giovine le disse:
— Signora Cammilla, il concerto si farà e presto. Me ne incarico io.",yes,no,no
Cantoni,,,Cantoni_Alberto-L'Illustrissimo-1906.txt,"È una certa madre quella, che, o io sbaglio di molto, o in un modo o nell'altro cederà. - Ma allora perchè dite che è andata male? - Non ci siete mica solamente voi al mondo; è andata male a me. Ho avuto di grazia di riparare dai carabinieri, e per causa vostra. - Per causa mia!? Che c'entro io coi carabinieri? - Non ve lo voglio dire.",no,yes,no
Nievo,,,Nievo-Ippolito_Il-Barone-Di-Nicastro_1860.txt,"Tutto per amore schiettissimo della scienza, come usan dire i letterati; e per ardenza di carità, come direbbero i moderni filantropi, o quegli altri filantropi sdentati, che grattano le gengive ai novellini, credendosi con ciò di tenerli a balia in perpetuo. - 
Pertanto le due dame sedevano fraternamente su un solo baule; e il baule era di pelle d’asino genuino; sdruscito, spelato, roso dai sorci, con qualche borchia d’ottone luccicante qua e là, come raggio di sole tra nuvoli folti; al quale s’aggiungevano, sorelle del triste pellegrinaggio, una scatola 11
di cartone su cui, ai segni visibili, qualche candela di sego aveva finito la propria esistenza, ed una bisaccia da notte, che con alcuni anelli di ferro penzolanti dagli orli attestava ancora la vetusta qualità di cortina. - Dopo ciò chi vorrà sostenere che la condizione degli uomini non si rileva, piuttostochè dai bernoccoli del cranio, dall’aspetto delle loro valigie? 
Il Barone muto muto mosse tre passi verso le due dame, a due inchini per ogni passo; ma se taceva, non mancavano ragioni, e appunto per essergli ito il cervello fra le nuvole, il torso e le gambe si addebitarono di far le sue veci. 
- Le sono due! mulinava egli. -",yes,yes,yes
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"E con qual coraggio la nuora aveva potuto affermare che ella godeva di vivere? Non viveva, ecco, e non moriva. Era una sopravvissuta.",yes,yes,yes
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"Ma perché Maria aveva dato a Stella, che aveva accettato, sempre senza capire ciò che si facesse, quel voto? Ecco ciò che la fanciulla non riusciva a comprendere. Si ricordava che sua madre, prima d’allora, non le aveva mai detto di odiare i nobili; ma d’allora in poi gliene parlò sempre così male che lei, nella sua piccola, ma ardente fantasia di meridionale, si formò una terribile immagine di loro, convincendosi di mantenere facilmente il suo voto perché sicura di non amar mai i nobili!… I nobili!… Essa non li conosceva, ma sapeva come erano perché le venivano spesso in sogno, brutti, brutti, cattivi, cattivi… Quando sua mamma morì,",yes,yes,yes
Caracciolo,,,Caracciolo_Enrichetta-Misteri_Del_Chiostro_Napoletano-1864.txt,"Mi scossi, come per violenta scarica d'elettricità... Era lo spavento di tutta Napoli. Il duca Morbilli (povera nobiltà della patria di Vico!), cagnotto fedelissimo del re, e satellite de' Del Carretto, era salito in grido meno per virtù del suo operosissimo servizio che pel terrore sparso dalle sue visite, e per la mitologica voracità che lo travagliava.",no,yes,no
Collodi_Carlo,Macchiette,1880.0,Collodi_Carlo-Macchiette-1880.txt,"Aveva la bocca arrotondata e semiaperta, tal quale un puttino dell’Allori in atto di cantare un versetto del Magnificat, e sulle labbra un sorriso diffuso di compiacenza, uno sprazzo di gaudio indefinito, un balenìo di contentezza indicibile e verginale. Dio sa quel buon’uomo che cosa sognava. Forse un aumento di salario: forse le mance del ceppo e del capodanno… e fors’anche qualche rosea e succulenta cameriera del paradiso di Maometto.",yes,yes,yes
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"Stella, sempre impassibile, chiese otto giorni per rispondere: Maurizio si disperò perché ciò significava che Stella non l’amava punto, altrimenti avrebbe risposto di no… Si disperò tanto che, appena solo nel suo gabinetto, nel silenzio della notte, si mise a piangere come un fanciullo; gli pareva che un vuoto terribile si formasse intorno a lui, che i quadri del suo studio, i piccoli capolavori che sorridevano fra il lusso delle mensole di marmo, i fiori, i bimbi, i paesaggi dipinti, persino i leoni e le tigri ricamati sui tappeti e gli ultimi volumi, i libri di novità, che dormigliavano sui tavolini del suo studio da artista gli gridassero: Vattene via di qui!",yes,yes,yes
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"Donna Anna indovinava che Stella amava, chi? ecco ciò che non le riusciva a scoprire! Sicché decidevasi ad interrogarla quando, di repente, una sera di agosto, nella magnifica sala da pranzo della villa, vide la ruga, quel bizzarro termometro dell’anima di Stella, ricomparsa nella sua fronte di marmo dorato, più strana, più rimarcata di prima… Ma se la marchesa trasalì, Maurizio provò del terrore. -",yes,yes,yes
De Roberto,,,De_Roberto_Federico-L'Imperio-1929.txt,"Perché non aveva portato con sé uno stocco o un revolver? Insomma, che cos'era questa ferita? Era moribondo, sarebbe rimasto storpiato o deturpato?...",no,yes,yes
Rovetta,Gerolamo_Ninnoli_1882,,Rovetta-Gerolamo_Ninnoli_1882.txt,"STORIELLA VECCHIA

Se Domenico Ghegola non fu un eroe, la colpa certo non è stata sua, ma del coraggio che sempre gli venne meno in tutte le circostanze della vita. Vi è, non è vero? un certo coraggio sui generis, così detto della paura, il quale, alle volte, spinge anche i timidi a compiere prodigi di valore.... Ebbene, lo credereste?...",yes,yes,no
De Roberto,,,De_Roberto_Federico-L'Imperio-1929.txt,"Me n'ero accorta!... Sono stata una stupida!..."" ""Morto, hai detto?...",no,yes,no
Tenca,,,Tenca_Carlo-La_Ca_Dei_Cani-1840.txt,"La fortuna gli arrise dal principio alla fine, talchè gridato vincitore di bel nuovo, potè ricevere dalla mano stessa della Cecilia la corona guadagnata, e stamparle un bacio in fronte, il qual bacio fece arrossire come bragia la fanciulla. La sera medesima la figlia interrogata dal genitore se acconsentiva ad aver per marito l'armajuolo, aveva abbassato gli occhi e mormorato un sì inintelligibile a tutti fuorchè al solo Stefano che, pigliatala per mano, giurò che avrebbe vegliato sopra di lei e l'avrebbe amata fino alla morte. In tal guisa essi furono marito e moglie.",no,no,no
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Dov'era mai la sua pace? Dove, la sua gagliarda indifferenza? Dove, i suoi puri sogni di gloria? ‒ Procedette poi a passo anche più spedito verso l'altura, quasi lo chiamasse, da quell'ombra, il vivido raggio di sole che illuminava a traverso un pertugio la sommità del sentiere.",yes,yes,yes
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"Le labbra le tremarono: sporse timidamente una mano a stringere la mano di lui, dura, nocchieruta, con unghie brunastre, larghe e piatte. Egli rispose alla stretta; ma proseguí nel suo pensiero fisso.
  — I compagni socialisti! Già.",no,no,yes
Cagna,,,Cagna_Achille_Giovanni-Un_Bel_Sogno-1871.txt,"""Non ho agito bene, mio Ermanno? Perchè fare l'infelicità di cotesti esseri per soddisfare un semplice capriccio? io vorrei poter beneficare tutto il mondo, e ciò perchè ti amo tanto, e penso che tutto quello che faccio possa meritarmi sempre più il tuo affetto.",no,no,no
Bandi,,,Bandi_Giuseppe-Da-Custoza-In-Croazia-Memorie-D-Un-Prigioniero-1866.txt,"Me ne rallegrai per diversi miei compagni di prigionia i quali da quel momento eran liberi e tornavano in seno alla patria ed alle famiglie. Finalmente scoccarono le quattro ore ed il corriere comparve tutto ansante e polveroso in città, flagellando a più non posso la sua magra cavalcatura. Quel birbone era mezzo avvinazzato e gridava a tutta gola evviva!",yes,no,no
Cantoni,,,Cantoni_Alberto-L'Illustrissimo-1906.txt,"La mia fontana d'oro! Mi vuoi bene ora perchè sei pieno di latte, porcellino! Ora sì, eh?",no,yes,no
Capuana,,,Capuana_Luigi-Il_Marchese_Di_Roccaverdina-1901.txt,"Io non sono mai stata niente, oh niente! per lui.» «Ma che si dirà di te?»",no,no,no
Baratono,,,Baratono_Pierangelo-Bob_E_Il_Suo_Metodo-1914.txt,"Ma certe volte, ehm! Mi comprende? Certo che comprendeva, l'amico!",yes,yes,no
Bini,,,Bini_Carlo-Manoscritto_Di_Un_Prigioniero-1833.txt,"Laudato Iddio! l'assetto è finito, - si può respirare, - respiro anch'io. Con un'occhiata i valletti son licenziati, e se ne vanno.",no,no,yes
Campanile_Achille,Giovinotti_non_esageriamo,1929.0,Campanile_Achille-Giovinotti_non_esageriamo-1929.txt,"Occorre dirlo? Fagiolino e Salomone erano i due clienti dell’Antico Castello, per merito dei quali s’era scoperto il nuovo colpo dei banditi. Dopo aver gridato per quattordici ore in fondo al sotterraneo, popolato di ombre gementi, essi eran riusciti ad attrarre l’attenzione del personale e così s’era scoperto che le ombre altro non erano che i giocatori dell’“Alipeda”, legati, imbavagliati e gettati nel trabocchetto dai misteriosi banditi.",yes,no,no
De Amicis,,,De_Amicis_Edmondo-Cuore-1886.txt,"I Mequinez non sono qui, ma poco lontano, a poche ore da Tucuman!  - Dove? dove? - gridò Marco, saltando su come un resuscitato.  - A una quindicina di miglia di qua, - continuò l'uomo, - in riva al Saladillo, in un luogo dove stanno costruendo una grande fabbrica da zucchero, un gruppo di case, c'è la casa del signor Mequinez, tutti lo sanno, ci arriverai in poche ore.  - Ci son stato io un mese fa, - disse un giovane che era accorso al grido. Marco lo guardò con gli occhi grandi e gli domandò precipitosamente, impallidendo: - Avete visto la donna di servizio del signor Mequinez, l'italiana?  - La jenovesa?",no,yes,no
Barbieri,,,Barbieri_Ulisse-In_Basso-1885.txt,"Il Gigante aveva scostati alcuni rami della siepe, e col suo passo da sciacallo erasi inoltrato nell'orto. Che fare?... Calare dalla finestra era impossibile, sarebbe stato veduto.",yes,yes,yes
Baricelli,,,Baricelli_Carmela-I_Vinti_Ovvero_Il_Genio_Oppresso-1907.txt,"Un po' di contabilità, passeggiate di prammatica nei laboratori e.... teneva la Cassa; quella Cassa che lo aveva tentato al delitto. Ma un'azienda, in cui lavoravano un migliaio d'operai, voleva ben altro lavoro. E tutto, tutto aveva fatto Delfi.",no,yes,yes
Barbieri,,,Barbieri_Ulisse-In_Basso-1885.txt,"La vecchia Anna, per assicurarsi che egli non potesse disturbare colle sue monellate la severità della cerimonia, persuasissima che le sue raccomandazioni, come le promesse di Peppe, erano valide sino ad un certo punto, ma non erano moneta corrente su cui fare troppo calcolo, aveva pensato bene di chiuderlo in casa. Era dunque prigioniero, ma che cos'era per lui scavalcare un balcone? attaccarsi ad una ferrata e trovarsi là mentre uscivano dalla chiesa, per provare loro che era capace di fare.... quello che voleva lui?...",yes,yes,yes
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Ah, quella solitudine e quel silenzio e quella mitezza di clima e di paese! Ah, l'implacabile educazione dell'eterna Natura, che seducendo ordina e impera!
«Io sono infelice!» mormorò d'un tratto il giovine, arrestandosi attonito, girando gli occhi intorno a sè per le vòlte capricciose del bosco, dove il sole irrompeva a fasci, a sprazzi, a scintille, dispensatore di vivido oro su le foglie polite e su i rami vellutati di muschi e di licheni. La frase gli era misteriosamente sgorgata dalle viscere profonde, ed egli l'aveva detta senz'averne coscienza, per un bisogno irresistibile quasi di liberazione.",yes,yes,no
Bandi,,,Bandi_Giuseppe-Da-Custoza-In-Croazia-Memorie-D-Un-Prigioniero-1866.txt,"Voglionsi dunque placate con solenne ecatombe le ossa de' Germani mietute dalle nostre spade, or volge il sesto anno, a S. Martino? Nè bastano, per Dio!",yes,no,no
Caracciolo,,,Caracciolo_Enrichetta-Misteri_Del_Chiostro_Napoletano-1864.txt,"Mi sentii di repente aggraffata per le mani, spinta, urtata alle spalle, trascinata non so dove: udii stridere con sinistro cigolìo i catenacci, che risbarravano l'orribile porta; mi fu strappato il nastro che fermava il cappello, tolto lo scialle... ed allorquando cominciai a discernere partitamente gli oggetti, mi trovai inginocchiata innanzi ad un grande cancello di legno dorato. Era il coro! Una monaca mi disse: «Ringrazia Iddio del benefizio di averti condotta in luogo di salute!».",no,yes,no
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"L'ipotesi non lo sgomentava, anzi gli dava un'impressione profonda di ristoro. Non era egli solo, triste, abbandonato nel mondo, senza parenti e senz'amici? Aveva una donna accanto a sè, che lo amava, che lo curava, che lo assisteva vigile e solidale nelle lotte della vita....",yes,yes,yes
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"Allora donna Anna la cercò in giardino, in terrazzo, negli altri appartamenti, dappertutto. Non c’era, non c’era! Dove mai trovavasi, così, come diceva il giorno prima, malaticcia e spossata?",yes,yes,yes
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Non mi farei complice d'un inganno consapevolmente, volontariamente, colpevolmente?» Aurelio si rammentò di quell'Altro, del primo adoratore di Flavia, il quale aveva agito precisamente così ed egli aveva con tanta severità giudicato; ed ebbe un moto di rivolta morale contro sè stesso, contro il suo pensiero che s'era per un istante compiaciuto nella certezza d'una comoda liberazione. «Ah, no, no! Io questo non farò mai! Non mi sottrarrò mai per paura o per calcolo alle responsabilità assunte!",yes,yes,no
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Non l'aspettava forse più? Incominciava a dimenticarlo?... Oh, se l'avesse avuta al suo fianco in quel momento!",yes,yes,yes
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"Che avrebbe potuto accaderle?
  E il buon Mazzoni aveva la nonna paralitica; e Pietro Sabbia, tardo e cocciuto, non sarebbe certo riuscito a risolvere da solo il problema...
  Cosí Rosanna si componeva, per la propria vita, un'armonia di maternità paziente e vigile; che, ignara degli spasimi fisici, non conosceva se non le dolcezze, le trepidanze, gli orgogli dello spirito. E di ciò era paga; e le sue giornate non avrebbero potuto essere piú colme.
  Amiche non ne aveva. Le altre maestre del paese, dei vicini villaggi?",yes,yes,yes
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"Sí, ci deve essere un perché, che una povera donnicciuola non comprende: un perché ancor piú grande di quel campo di morti. Se cosí non fosse, come farebbero tante madri a tacere?
  Gli ultimi cali della punta sono a termine, e il paio di calzerotti è finito. Assunta lo piega, lo mette accuratamente da parte.",yes,yes,yes
Barbieri,,,Barbieri_Ulisse-In_Basso-1885.txt,"- C'è qualcosa di nuovo?... -  avrebbe voluto chiedere Bianca, che si era affacciata alla finestra. Non sapeva però come fare - presentiva un no, e sperava nello stesso tempo una parola che il vignaiolo non poteva al certo ancora poter dirle.",no,yes,yes
Capuana,,,Capuana_Luigi-Il_Marchese_Di_Roccaverdina-1901.txt,"Poi il vecchio si era pentito. Veniva a piangere là, quasi ci avesse un morto... Che colpa n'aveva il padrone?",no,yes,yes
