Testo;Sentence;DD;DI;DIL;Soliloquio/Flusso di coscienza;Note
Deledda_Grazia-Stella_d_oriente-1890.txt;Forse!;no;no;si;si;
Deledda_Grazia-Stella_d_oriente-1890.txt;E se fosse già morta?;no;no;si;si;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Eduardo mandò un gemito: la porta si aprì ed entrarono Guglielmino, ancora tremante e bagnato, e il medico.
– Oh, signore… – mormorò sir Eduardo stendendogli le mani – venite, venite, e ditemi se vi è ancora un sol filo di vita!…
Il medico si chinò sulla fanciulla, e la esaminò attentamente.";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Quando si rialzò anch’egli era leggermente pallido.
– Sir – esclamò con voce commossa, incerta, quasi non avesse voluto dire quelle terribili parole, – questa fanciulla è morta!… – Allora sir Eduardo cadde in ginocchio a piè del letto, e nascondendosi il viso contratto fra le mani ardenti si mise a singhiozzare forse per la prima volta in sua vita, pensando:
– Che miserabile ch’io sono!…
Poche ore dopo un altro uomo stava inginocchiato ai piedi di quel letto di morte. -";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Mary che anche lei aveva pianto tutta la notte, dopo fatte sparire dalla camera tutte le macchie di sangue, aveva lavato e vestito di bianco miss Ellen.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Ora Ellen riposava mollemente sovra il suo letto, sul cui fondo rosa spiccava il suo abito bianco, le mani incrociate sul petto, fra un nembo di rose, amaranti ed eliotropi che profumavano l’atmosfera della camera indorata dai raggi del sole - quel sole che illumina sempre con la stessa gajezza la gioia e il dolore…
La morta, bianchissima in viso, senza un muscolo, una fibra, contratta, pareva una sposa addormentata, e solo i ceri che Mary aveva disposto e acceso intorno al letto, toglievano la illusione della vita… Oh, se Maurizio avesse visto quella scena di morte, così straziante nella sua calma, si sarebbe maledetto lui, causa involontaria di tanta sciagura!";no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Anche l’uomo inginocchiato davanti alla morta aveva il viso bianchissimo come lei.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;I suoi lineamenti finissimi parevano scolpiti nel marmo, e i suoi grandi occhi neri alla Romana, i piccoli baffi bruni, la sua bella capigliatura oscura, divisa ad un lato della testa da una sottile scriminatura, spiccavano vieppiù sopra la sua nivea carnagione.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Giovanissimo, elegante nel suo abito da viaggio, le mani piccole, bianche, da donna, egli era il conte Ruggero di Farnoli.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Giunto a questo punto del mio povero racconto, a qualche gentile lettrice che mi dica non essere stato necessario il suicidio che fa tristi i primi capitoli della seconda parte, risponderò con le parole di un simpatico romanziere moderno:
«Sebbene non ci ricusiamo di mandare a tempo e luogo, uno dei nostri personaggi all’altro mondo, noi non ci risolviamo mai che spinti agli estremi, e quando proprio non è possibile esercitare a suo favore il nostro dritto di grazia… E non lo facciamo mai senza dolore!… anco dopo esserci arrabattati, colle mani e coi piedi, che quell’individuo è oramai di troppo sulla scena, e noi stessi che è tempo di levarlo di lì.
«Noi, cui poco arrisero le umane fortune, noi cui non furono troppo propizi i fati, financo negli affetti più cari, abbiamo bisogno di affezionarci a queste larve della fantasia, corpi dei nostri sogni, spiriti dell’anima nostra…
«E in essi, e fra essi viviamo, con essi combattiamo e speriamo; non ce ne separiamo che colla pena infinita con cui si abbandona un amico; e quando, esaurita l’azione, avvenuta la catastrofe, inevitabile e necessaria, siamo obbligati a scrivere sull’ultima pagina quella funebre e melanconica parola “Fine” ci par che una cara visione si dissolva, che una famiglia di amici salpi per regioni lontane, che qualche cosa, ci si strappi spietatamente dal cuore!
«La gente che passa non sa, non comprende queste tristezze di romanziere o poeta, né può interpretare le sconsolate melanconie che fan loro fissare una stella, dimentichi del mondo rumoroso che lor ferve d’intorno, e li fa soli, distratti, tristi, fra la gente che ride e schiamazza!»
Il conte Ruggero stava là da molto tempo, come inebetito dal dolore, dallo stupore, domandandosi ogni tanto se non fosse un terribile sogno il suo, perché egli aveva amato pazzamente Ellen, a segno che per lei, rotte in disgustosa maniera le speranze di sua madre - vecchia e buona signora adorata da Ruggero – in uno splendido matrimonio combinato sin da quando, lui e la sposa che voleva dargli erano ancora bambini, aveva dovuto distaccarsi da lei, si era fatto dei nemici, aveva posto sotto i piedi tutti i pregiudizi di casta.";no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"A un tratto si mise a singhiozzare disperatamente domandandosi se non fosse pazzo.
– Io… anch’io morirò – pensò rialzandosi – ma prima bisogna che sappia qual terribile motivo ha spinto Ellen a questo passo… oh sventurata! – esclamò rivolgendosi verso la morta con gli occhi nuovamente pieni di lagrime – e non pensavi che uccidendoti, uccidevi anche me e tuo fratello?… – Perché Ruggero, trovato Eduardo assalito da una febbre tanto ardente che non gli aveva neppure lasciato riconoscere il giovine conte, non sapeva ciò che egli pensava sulla morte di Ellen.";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Chiamò la cameriera, e le chiese:
– Mary, la povera Ellen non ha lasciato nessuno scritto?";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"La fanciulla alzò vivacemente il capo.
– No – rispose, – senonché…
– Ebbene?";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Ebbene?…
– Una lettera che mi consegnò ieri notte, presto, perché la facessi impostare subito, il che fu impossibile perché il ponticello sull’Agri è caduto ieri mattina e non c’era alcuna barca per attraversare il fiume.";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Raccolsi la lettera proponendomi di impostarla oggi all’alba, ma oggi… oh, oggi, chi non se ne sarebbe dimenticata?...;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Vuol lei che la imposti lo stesso?
– No!";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Datemi quella lettera! – esclamò febbrilmente il conte.;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Mary obbedì senza far motto.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Ruggero guardò l’indirizzo e i suoi occhi corsero, attraverso i vetri, nella direzione di Mambrilla, ove sapeva che abitavano i d’Oriente Santo Stefano, poiché sulla busta della lettera si leggeva l’indirizzo di Maurizio… La aprì, la lesse, e provò quasi la stessa impressione provata da Stella nel leggere il foglio acchiuso nel medaglione di sua madre...;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"La lettera diceva così:
«Maurizio!";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Quando leggerete questo povero foglio io sarò morta: morta vittima del mio, del vostro cuore, di una immensa ed infelice passione. -;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Mi chinai sotto i comandi di esso; ho pregato, ho pianto, non dirò l’altra parola “bestemmiato” perché io non avevo chi maledire, conservando sino a pochi istanti fa un barlume di speranza; - mi chinai tanto che strisciai davanti a voi, chiedendovi pietà, a voi che forse mentre io mi uccido non pensate a me che per chiamarmi romantica, come mi chiamaste per rispondere al gemito di dolore che s’alzava a voi dall’anima mia dilaniata… Ma allorché saprete la mia triste fine crederete almeno che quanto vi dissi era verità, terribile verità; credete almeno alla tremenda passione che nutrivo per voi nel mio cuore!";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Muoio perché ciò sia; muoio perché se vivessi questa passione mi ucciderebbe a fuoco lento, con straziante agonia… E perché subir tal martirio quando la si può finire subito? oh,";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Maurizio!;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Maurizio!;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Qui, innanzi alla morte che mi sorride con l’occhio scintillante della mia rivoltella, io non vi maledico, ma, amandovi sempre sino all’ultimo anelito della vita, prego che giammai conosciate la terribile tortura dell’anima che adora senza speranza, che delira nel pensare che il suo amore non solo non è corrisposto, ma forse anche deriso…
«Se volessi maledirvi, getterei su di voi questa maledizione; ma, ve lo ripeto, io vi amo, immensamente vi amo, e appunto perché sento che il mio amore durerà, sinché durerà il veleno della vita, - io mi uccido!
«Nessuna speranza, nessuna gioia m’arride sulla terra.
«Voi veniste sul mio sentiero come una fulgida stella sul cielo triste del pellegrino; ma dopo il colloquio di stasera quella stella, lo sento sin da un’ora, si è cangiata in un sole immenso di fuoco che abbrucierebbe la mia anima, la mia esistenza, se seguitassi a vivere.
«Oh, non chiamatemi sciagurata - voi cattolico, per cui il suicidio è un tremendo delitto - voi che vivete vicino a Stella e a vostra madre così buone e pie.";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Sarei più sciagurata se, mancandomi il coraggio di morire, continuassi a vivere una vita di miserie e di dolori resi più grandi dal silenzio e dalla dissimulazione in cui dovrei avvolgerli.
«Addio!";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Addio!;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Mille idee mi vengono al pensiero, ma la mia mano tremante non vuole scriverle… e d’altronde? a che servirebbero?;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"A nulla!
«No, non a nulla!";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Maurizio, in quest’ultimo istante vi rivolgo questi versi del nostro divino poeta:;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Una lagrima sola; altro di tanto Amore in premio non vogl’io da te; Unico, primo, ultimo premio – Il pianto Virtù nol vieta per chi più non è!
«Addio, ancora una volta addio!...";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Ellen»
Il conte Ruggero, finita di leggerla, ripiegò automaticamente la lettera, la raccolse, e incrociando le braccia rimase qualche istante immobile, gli occhi vitrei, chini a terra… Nella sua mente riddava uno strano ed intero romanzo, perché nella lettera di Ellen egli non aveva traveduto la verità.";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Miss Ellen, bisogna dirlo, prima di conoscere Maurizio, quasi del tutto decisa, per obbedire suo fratello, di diventar contessa di Farnoli, non aveva mai avuto con Ruggero alcuna spiegazione, sicché egli credevasene amato.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Ora si figurava che miss Ellen, venuta in Basilicata, corteggiata assiduamente da Maurizio, lo avesse corrisposto, scordandosi di lui, e che Maurizio, abbandonatala probabilmente per un’altra fanciulla, fosse la causa colpevole e volontaria del suicidio di Ellen…
E tristi particolari si affollavano nella fantasia del giovine; tutti i raggiri, tutte le seduzioni adoperate da Maurizio per guadagnarsi l’amore della sua fidanzata: la vigliacca vanità che proverebbe ora, perché probabilmente tutti conoscevano la passione di Ellen, nel sentirsi dire:
– Quella fanciulla si è suicidata per te!…
Ruggero a Napoli aveva sentito parlare di don Francesco, e credeva suo figlio come lui, galante, libertino, leggero… perché del resto non conosceva Maurizio neppure di vista…
Alzando gli occhi rivide la Mambrilla, rivide il viso bianco e addolorato della morta per la quale non aveva nessun pensiero d’odio, gettando solo su Maurizio tutta la colpa, e balzò ritto, come spinto da una molla, il viso livido e le mani tremanti… Si portò il fazzoletto alla bocca per soffocare un urlo di dolore, e i suoi occhi, animandosi fieramente, si fissarono a lungo su Mambrilla.";no;no;no;si;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Poi si avvicinò alla morta e deponendole una mano sulla fronte gelida, mormorò:
– Addio,";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Ellen!;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Io ti perdono, e ti vendicherò!…
Vestito in costume da antico Romano,";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Ruggero sarebbe sembrato cavaliere di Giulio Cesare, giurante vendetta di un misfatto politico, forsanche la morte di lui…
Si chinò, baciò la morta, e uscì barcollando.
… Sir Eduardo guarì dopo qualche settimana e partì immediatamente dall’Italia, maledicendo questa terra che aveva arso l’anima e i sentimenti di sua sorella e anche i suoi, perché, non avendogli Ruggero detto nulla, egli si credeva sempre causa dell’avvenuto, ed era sicuro che, fra le nebbie gelide di Londra, non si sarebbe tanto riscaldato per mantenere la sua parola.";no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Non sappiamo ciò che avvenne di lui: probabilmente le famose nebbie avranno calmato e fatto obliare…
Ruggero rimase qualche tempo nella villetta, nel cui giardino fece costrurre una tomba ricca e artistica per Ellen, perché, come suicida, non avendo dritto di sepoltura in luogo sacro, il conte aveva ottenuto facilmente il permesso di seppellirla là.";no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Acquistò la villa; ma non gli fu possibile per allora di vendicare Ellen, secondo il suo giuramento.";no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"La sua idea era il duello; ma per quanto facesse non solo non riuscì di battersi con Maurizio, ma non lo vide mai neanche una volta, per tutto il tempo che restò in Basilicata.";no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"L’autunno intanto si avanzava; la campagna diventava deserta; e la vecchia contessa di Farnoli, saputo il suicidio di Ellen, aveva scritto a Ruggero lunghe lettere commoventi, confortandolo, perdonandolo, richiamandolo presso di sé.";no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Ruggero, buonissimo giovine in fondo, si commosse e sperò sulle parole di sua madre, ma nel lasciare Anglona, si promise di tornare in inverno a Napoli, ove, incontrato appena Maurizio, avrebbe sciolto il suo giuramento di vendetta.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Arrivato a Roma corse da sua madre.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Oramai la contessa era tanto vecchia e debole che aveva dovuto pigliarsi una signorina per lettrice.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Era una signorina assai bella, mesta, istruitissima, aristocratica e seducente…
Sin dal primo vederla Ruggero non ostante il suo immenso dolore, provò una profonda per quanto indefinibile impressione… Quella signorina si faceva chiamare Stella Franchetti, ma il suo vero nome era Stella d’Oriente.";no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"V
Partita da Anglona Stella si chiedeva dove sarebbe andata, che avrebbe fatto. – A Napoli?";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;No, no, no!… – E si domandava con spavento se non operava sotto un influsso di sonnambulismo, perché ciò che le avveniva pareva un’avventura da romanzo e da romanzo francese, perché infine era una cosa disgustosissima, anormale, la fuga che eseguiva, essa, fanciulla, beneducata, quasi figlia di famiglia.;si;no;no;si;
Deledda_Grazia-Stella_d_oriente-1890.txt;Che importava la sua infanzia romanzesca, selvaggia, trascorsa fra la libertà dei campi e del fiume, e la sua fuga da collegio?;no;no;si;si;
Deledda_Grazia-Stella_d_oriente-1890.txt;Quei tempi erano assai lontani, e l’educazione aristocratica ricevuta ne aveva cancellato persino la memoria.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Stella si ricordava solo di sua madre, degli strani avvertimenti ultimamente ricevuti da lei circa il suo voto, cosa che aveva partecipato anche a Maurizio, e un lungo fremito gelido invadeva l’anima sua nel pensare al tremendo dramma che sarebbe accaduto qualora fosse diventata moglie di Maurizio prima di compiere il ventun anno e di conoscere il segreto acchiuso nel meglione… -;no;si;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;E cercò il medaglione nel suo seno, ma non lo trovò: impallidì mortalmente e frugò febbrilmente nella valigia, da per tutto… Inutilmente!;no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Il medaglione era scomparso.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Dove lo aveva perduto?;no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Si ricordò che, udendo dei passi erasi allontanata rapidamente dal sito del giardino ove lo aveva aperto, e mormorò sorridendo amaramente: – Probabilmente lo avrò smarrito là… Ah! almeno sapranno la causa della mia fuga.;si;si;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Sarà un terribile colpo per Maurizio, e anche per loro… ma non soffro orribilmente anch’io?…
Guardò le campagne, traversate due mesi prima con la felicità e l’illusione nel cuore, ove l’alba cominciava a projettare le prime tinte bianche del crepuscolo che rendono così melanconica l’anima di chi guarda, e a poco a poco a misura che quella bianchezza nebbiosa sfumava nella luce del giorno, una nube pareva posarsi, farsi distinta, sulla fronte di Stella, dove era riapparsa la ruga, tremula, nervosa… Ahimè, ahimè!";si;no;si;si;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Ella pensava sempre a Maurizio, ella sentiva di amarlo sempre!…
Si ritirò in un angolo e accoccolandovisi nascose il viso fra le mani. -";no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Nonostante tutto il suo coraggio, e i suoi proponimenti, sentiva il cuore gonfio, oppresso dal peso di un immane dolore - sentiva che allorché avrebbe voluto sorridere alla vita, un sogghigno si sarebbe posato sul suo viso…
Scoppiò in pianto: poi cadde in una cupa immobilità, che non era sonno né veglia come quando si ha la febbre, e si riscosse solo allorché fu aperto con fracasso lo sportello del suo scompartimento, e una voce stridula, altissima, si mise a gridare, dominando tutti gli altri rumori assordanti della stazione: – Napoli!";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Napoli!;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Stella si ricordò che doveva scendere e scese, ma barcollante, per febbre e debolezza.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Non aveva preso alcun nutrimento dopo la sua partenza da Mambrilla e passò automaticamente attraverso la folla, la valigia in mano e il velo nero del suo cappello da viaggio abbassato sul viso; precauzione inutile del resto, perché il suo viso erasi talmente cambiato in poche ore da renderla irriconoscibile.";no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Pareva una vecchia.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Camminò qualche minuto, ma a un tratto, sentendosi debolissima e non avendo ancora deciso dove andare entrò in un caffè e prese qualche cosa.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Sul tavolino ov’era seduta trovò un giornale romano di vecchia data.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Lo aprì e a un tratto i suoi occhi si animarono:
– Eureka! – mormorò.";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;In quarta pagina le era caduto sottocchio questo piccolo avviso: «Una ricca gentildonna cerca una signorina di compagnia, giovine, fanciulla di onorata famiglia, che sappia bene il francese e un po’ d’inglese.;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Per maggiori schiarimenti rivolgersi all’uffizio dell’Agenzia di collocamenti di Mario T*** via della Vite,;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;N. 107,;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Roma».;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Stella si mise a pensare profondamente.;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Come abbiamo già detto, ella possedeva molto denaro e gioielli, ma le ripugnava l’idea di viver sola, anche in una gran città ove non fosse conosciuta. -;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Ora nulla più onorevole che la parte di signorina di compagnia, presso un’alta casa, in una grande città come Roma.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Stella possedeva la fede di nascita; giovine, istruitissima sapeva benissimo il francese e l’inglese.";no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;La sua famiglia ormai più nessuno la ricordava… sarebbe stata dunque accettata, qualora il posto fosse ancora vacante.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Ma se fosse occupato?… -;no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Tentare non nuoce, e venuta l’idea,;no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Stella, era decisa a farsi signorina di compagnia presso qualsiasi famiglia, purché ricca ed aristocratica.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Ecco: pensava, il tempo è padre dell’oblio, disse un gran poeta: e perché a furia di tempo non dimenticherò anch’io?;no;si;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Son giovine, voglio lottare e vincere.;no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Entrerò in una famiglia che m’ami, che amerò anche io.;no;no;si;si;
Deledda_Grazia-Stella_d_oriente-1890.txt;E poi? chissà, forse il mio cuore guarito palpiterà per altri che mi amerà, che mi farà felice… Coraggio e speranza!;no;no;si;si;
Deledda_Grazia-Stella_d_oriente-1890.txt;Non piangiamo più: - e tu, madre mia, aiutami, guardami dall’alto.;no;no;no;si;
Deledda_Grazia-Stella_d_oriente-1890.txt;Poche ore dopo,;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Stella, pregando fervorosamente in una chiesa, si sentiva sollevata, con un raggio di speranza in cuore.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Che importava se questo palpitava ogni volta, che il ricordo di Maurizio veniva ad offuscar la mente della povera fanciulla?;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Stella aveva cercato il suo buon confessore, e confidatogli tutto, questi aveva approvato quant’essa aveva operato e intendeva operare, dicendole: – Voi avete fatto bene.;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Rimanendo presso di loro il demonio avrebbe seguitato a tentarvi, e avreste sofferto orribilmente, voi buona e religiosa, tanto più che l’odio sarebbesi aggiunto alle altre passioni.;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Pregate assai figlia mia.;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Iddio onnipotente strapperà dal vostro cuore questo terribile amore.;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Dal canto vostro aiutate l’opera del cielo come meglio potete, e sopratutto confessatevi spesso, cercate Dio; ve lo raccomando.";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Non pensate neanche un istante a morire.;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Dio manda queste tribolazioni per provar l’anima nostra, ma promette la ricompensa in questo mondo e nell’altro a chi resiste e vince:;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Egli, infinitamente buono, vi farà obliare; farà battere per altri il vostro cuore vi farà amar Maurizio solo con amor fraterno. -";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;In quanto al vostro voto, certo potrà essere sciolto ma solo in caso di bisogno. -;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;E ora andate con Dio, figlia mia, e sperate in lui.;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Stella partì a fronte alta, speranzosa nell’avvenire, perché, o mia gentile lettrice, anche voi l’avrete osservato, non c’è balsamo più potente a confortare un’anima dilaniata, della parola di Dio.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Qualche giorno dopo Stella si presentò all’Agenzia di collocamento, ove le dissero che la gentildonna era la vecchia contessa di Farnoli.
– Farnoli!";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Farnoli?… – mormorò Stella – dove ho inteso questo nome?;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Si ricordò: e prendendo più minute informazioni s’assicurò essere la contessa madre del fidanzato di miss Ellen.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Pensò: – Poco importa io non dirò nulla che possa rivelare il mio vero essere, tanto più che Ellen, qualora tornasse a Roma, non verrebbe certo dalla contessa che non vuol neanche sentirne il nome.;si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Si erano presentate varie altre fanciulle, ma nessuna aveva contentato la contessa.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Nell’Agenzia,;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Stella subì una specie di esame, raccontò la sua storia a suo modo, e fu presentata al palazzo di Farnoli.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"La contessa - vedova di due mariti - madre di Ruggero, figlio del secondo marito, era molto vecchia; ma una vecchia, tutta gentile, aristocratica; gli occhi sempre malati, e il viso bianco che ricordava una bellezza morta ormai sotto le rughe della vecchiaia.";no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Accolse Stella affabilmente, l’esaminò a lungo coi suoi occhiali d’oro, e dopo un’ora ella era completamente affascinata dalla bellezza mesta, dall’accento meridionale, dalla squisita istruzione della fanciulla.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Le disse:
– Piccina mia, sono vecchia, vedi, sono viziosa; compatisci le mie debolezze, contentami, e non te ne pentirai…
Stella le baciò la mano mormorando commossa:
– Signora contessa, io sono sola al mondo; lei è mia padrona, ma se vorrà io la amerò come figlia la madre...";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;La vecchia signora tremò nel suo ampio seggiolone: le parole di Stella le ricordavano suo figlio Ruggero, da lei tanto amato, e che le viveva lontano, ed ebbe un’immensa voglia di piangere.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"VI
– Io sono viziosa, compatisci le mie debolezze… –disse donna Morella di Farnoli a Stella, trattandola subito famigliarmente, e infatti Stella si accorse immediatamente che la contessa aveva ragione.";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;La casa Farnoli, un elegante palazzo in via di Ripetta, non era davvero una casa rumorosa, specialmente dopo che Ruggero se ne era andato, o piuttosto n’era stato licenziato da sua madre, dopo il piccolo dramma di famiglia, causato involontariamente da miss Ellen.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;C’erano pochi domestici, e la contessa contava troppe primavere perché nei suoi ricevimenti regnasse il brio, l’eleganza e la gioconda animazione di una volta.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"La visitavano le vecchie conoscenze, vecchi signori, vecchie signore, e parenti assai freddi dal punto di vista che donna Morella amava ancora troppo suo figlio per diseredarlo del suo patrimonio; ci venivano anche dei giovani ma fuggivano subito dopo aver baciato la mano alla vecchia signora che conservava ancora il galante costume del baciamano.";no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;Il suo salotto da ricevimento era assai ricco, assai bello, tutto moderno dai tappeti agli specchi, dai mobili al caminetto: però osservandolo bene si scorgeva la mano disordinata dei servi e la trascuratezza della padrona.;no;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"E l’osservavano bene tutti; e il vecchio duca di M*** che ricordava i fiori bellissimi e costosi con cui una volta la contessa adornava i suoi salotti, che ora brillavano per la loro assenza - che col fulgore degli occhi di donna Morella profumavano, diceva così lui, i sensi dei suoi visitatori - mormorava sempre fra i denti: – Oh, la vecchiaia… la vecchiaia!";si;no;no;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Quasi che lui non avesse sempre la gala della sua camicia e il davanti dell’abito nero cosparsi di tabacco!…
Un giovedì però - donna Morella riceveva i giovedì - il duca smise di mormorare e guardò la contessa per vedere se mai fosse tornata giovine: perché il salotto aveva ripreso la sua antica fisionomia, fresca, civettuola, inappuntabilmente elegante e aristocratica.";no;no;si;no;
Deledda_Grazia-Stella_d_oriente-1890.txt;"Cambiato ogni oggetto di posto; scomparso tutto il passato di moda, i fiori, la luce, avevano ripreso il loro dominio nel salotto.";no;no;no;no;
